Service_Name (filename2),provider_name (filename1),Physical_Address (filename2),formatted_address (filename1),residential_places (filename2),residential_places (filename1)
Moran Engadine,Moran Engadine,"99 Caldarra AVENUE, ENGADINE, NSW, 2233","99 Caldarra Ave, Engadine NSW 2233, Australia",156,156
Glenmore Park Care Community,Glenmore Park Care Community,"5-7 Floribunda AVENUE, GLENMORE PARK, NSW, 2745","5-7 Floribunda Ave, Glenmore Park NSW 2745, Australia",156,156
Aegis Murdoch,Aegis Murdoch,"16 Fiona Wood ROAD, MURDOCH, WA, 6150","16 Fiona Wood Rd, Murdoch WA 6150, Australia",156,156
Maroba Nursing Home,Maroba Nursing Home,"58 Edith STREET, WARATAH, NSW, 2298","Maroba Manor, 58 Edith St, Waratah NSW 2298, Australia",155,155
Regis East Malvern,Regis East Malvern,"400 Waverley ROAD, MALVERN EAST, VIC, 3145","400 Waverley Rd, Malvern East VIC 3145, Australia",155,155
Cheltenham Manor,Cheltenham Manor,"10-12 Bendigo STREET, CHELTENHAM, VIC, 3192","10-12 Bendigo St, Cheltenham VIC 3192, Australia",155,155
Regis Magnolia,Regis Magnolia,"142 Reserve ROAD, UPPER COOMERA, QLD, 4209","The Lodge, 142 Reserve Rd, Upper Coomera QLD 4209, Australia",155,155
Estia Health Mudgeeraba,Estia Health Mudgeeraba,"21-25 Old Coach ROAD, MUDGEERABA, QLD, 4213","21-25 Old Coach Rd, Mudgeeraba QLD 4213, Australia",155,155
Warrigal Wollongong,Warrigal Wollongong,"1 Ross STREET, WOLLONGONG, NSW, 2500","1 Ross St, Wollongong NSW 2500, Australia",155,155
Mark Moran at Little Bay,Mark Moran at Little Bay,"7-11 Brodie AVENUE, LITTLE BAY, NSW, 2036","1420 Anzac Parade, Little Bay NSW 2036, Australia",155,155
Bupa Clayton,Bupa Clayton,"12 Burton AVENUE, CLAYTON, VIC, 3168","Clayton Fitness Centre, 12 Burton Ave, Clayton VIC 3168, Australia",155,155
Palm Lake Bethania Aged Care Facility,Palm Lake Bethania Aged Care Facility,"3 Goodooga DRIVE, BETHANIA, QLD, 4205","Palm Lake Care, 3 Goodooga Dr, Bethania QLD 4205, Australia",155,155
Bankstown Terrace Care Community,Bankstown Terrace Care Community,"14-20 Eldridge ROAD, BANKSTOWN, NSW, 2200","14/20 Eldridge Rd, Bankstown NSW 2200, Australia",155,155
St Lukes Nursing Home,St Lukes Nursing Home,"73 Roslyn GARDENS, ELIZABETH BAY, NSW, 2011","73 Roslyn Gardens, Elizabeth Bay NSW 2011, Australia",154,154
St Vincent's Care Carina,St Vincent's Care Carina,"141 Fursden ROAD, CARINA, QLD, 4152","Technology Centre, 141 Fursden Rd, Carina QLD 4152, Australia",154,154
Bupa Pottsville Beach,Bupa Pottsville Beach,"41-51 Ballina STREET, POTTSVILLE, NSW, 2489","41-51 Ballina St, Pottsville NSW 2489, Australia",154,154
Ozcare - Hervey Bay,Ozcare - Hervey Bay,"20-35 Davis DRIVE, HERVEY BAY, QLD, 4655","35 Davis Dr, Kawungan QLD 4655, Australia",154,154
BaptistCare Warabrook Centre,BaptistCare Warabrook Centre,"24 Casuarina CIRCUIT, WARABROOK, NSW, 2304","24 Casuarina Cct, Warabrook NSW 2304, Australia",153,153
Castlemaine Health,Castlemaine Health,"20 Cornish STREET, CASTLEMAINE, VIC, 3450","142 Cornish St, Castlemaine VIC 3450, Australia",153,153
Calvary Flora McDonald Retirement Community,Calvary Flora McDonald Retirement Community,"206 Sir Donald Bradman DRIVE, COWANDILLA, SA, 5033","206 Sir Donald Bradman Dr, Cowandilla SA 5033, Australia",153,153
Bolton Clarke Walkerville,Bolton Clarke Walkerville,"160 Walkerville TERRACE, WALKERVILLE, SA, 5081","160 Walkerville Terrace, Walkerville SA 5081, Australia",153,153
Rosewood Care West Perth,Rosewood Care West Perth,"67 Cleaver STREET, WEST PERTH, WA, 6005","Rosewood Care, 67 Cleaver St, West Perth WA 6005, Australia",153,153
Warrigal Care Calwell,Warrigal Care Calwell,"43 Were STREET, CALWELL, ACT, 2905","43 Were St, Calwell ACT 2905, Australia",153,153
Scalabrini Village Chipping Norton,Scalabrini Village Chipping Norton,"199 Epsom ROAD, CHIPPING NORTON, NSW, 2170","199 Epsom Rd, Chipping Norton NSW 2170, Australia",152,152
St Vincent's Care Services Kangaroo Point - Marycrest,St Vincent's Care Services Kangaroo Point - Lilian,"411 Main STREET, KANGAROO POINT, QLD, 4169","411 Main St, Kangaroo Point QLD 4169, Australia",152,152
Regis Bulimba,Regis Bulimba,"50 Brisbane STREET, BULIMBA, QLD, 4171","50 Brisbane St, Bulimba QLD 4171, Australia",152,152
Infinite Care Ashmore,Infinite Care Ashmore,"19 Allunga AVENUE, ASHMORE, QLD, 4214","19 Allunga Ave, Ashmore QLD 4214, Australia",152,152
Bupa Bendigo,Bupa Bendigo,"208 Holdsworth ROAD, BENDIGO, VIC, 3550","208 Holdsworth Rd, North Bendigo VIC 3550, Australia",152,152
Fronditha Clayton Aged Care,Fronditha Clayton Aged Care,"94 Springs ROAD, CLAYTON SOUTH, VIC, 3169","Fronditha Care, 94 Springs Rd, Clayton South VIC 3169, Australia",152,152
NA,Rockpool Songbird Oxley,NA,"11 Whipbird Pl, Oxley QLD 4075, Australia",NA,152
Harbourside Haven Gardens,Harbourside Residential Care,"89 SHOAL BAY ROAD, SHOAL BAY, NSW, 2315","Shoal Bay Rd, Shoal Bay NSW 2315, Australia",151,151
Gillawarna Village,Gillawarna Village,"145 Rex ROAD, GEORGES HALL, NSW, 2198","Bankstown City Aged Care, 145 Rex Rd, Georges Hall NSW 2198, Australia",151,151
Clovelly Cottage,Clovelly Cottage,"16 Stewart STREET, BORONIA, VIC, 3155","16 Stewart St, Boronia VIC 3155, Australia",151,151
Forest Lake Lodge,Forest Lake Lodge,"12 TEWANTIN WAY, FOREST LAKE, QLD, 4078","12 Tewantin Way, Forest Lake QLD 4078, Australia",151,151
Warrigal Mount Terry,Warrigal Mount Terry,"95 Daintree DRIVE, ALBION PARK, NSW, 2527","95 Daintree Dr, Albion Park NSW 2527, Australia",151,151
Bolton Clarke The Terraces,Bolton Clarke The Terraces,"2 Lake STREET, VARSITY LAKES, QLD, 4227","The Terraces, 74 University Dr, Varsity Lakes QLD 4227, Australia",151,151
Bupa Cairns,Bupa Cairns,"52-58 Swallow STREET, MOOROOBOOL, QLD, 4870","52-58 Swallow St, Mooroobool QLD 4870, Australia",151,151
Kawana Waters Care Community,Kawana Waters Care Community,"1 Reflection CRESCENT, BIRTINYA, QLD, 4575","1 Reflection Cres, Birtinya QLD 4575, Australia",151,151
Estia Health Bankstown,Estia Health Bankstown,"74 Chiswick ROAD, GREENACRE, NSW, 2190","Bankstown Aged Care, 74 Chiswick Rd, Greenacre NSW 2190, Australia",150,150
Mayflower Brighton,Mayflower Brighton,"7 Centre ROAD, BRIGHTON EAST, VIC, 3187","7 Centre Rd, Brighton East VIC 3187, Australia",150,150
St Basil's Homes for the Aged in Victoria,St Basil's Homes for the Aged in Victoria,"24-36 Lorne STREET, FAWKNER, VIC, 3060","24-36 Lorne St, Fawkner VIC 3060, Australia",150,150
Assisi Centre Aged Care,Assisi Centre Aged Care,"230 Rosanna ROAD, ROSANNA, VIC, 3084","230 Rosanna Rd, Rosanna VIC 3084, Australia",150,150
Baptcare Wyndham Lodge Community,Baptcare Wyndham Lodge Community,"120 Synnot STREET, WERRIBEE, VIC, 3030","120 Synnot St, Werribee VIC 3030, Australia",150,150
Blue Care Rothwell Nazarene Aged Care Facility,Blue Care Rothwell Nazarene Aged Care Facility,"25-29 Higgs STREET, ROTHWELL, QLD, 4022","25 Higgs St, Rothwell QLD 4022, Australia",150,150
Regis Port Stephens,Regis Port Stephens,"40 BAGNALL BEACH ROAD, CORLETTE, NSW, 2315","Regis the Gardens, 40 Bagnall Beach Rd, Corlette NSW 2315, Australia",150,150
Sea Views Manor,Sea Views Manor,"77-79 Tareeda WAY, OCEAN GROVE, VIC, 3226","77-79 Tareeda Way, Ocean Grove VIC 3226, Australia",150,150
Hakea Grove Aged Care,Hakea Grove Aged Care,"102 Louisiana ROAD, HAMLYN TERRACE, NSW, 2259","102 Louisiana Rd, Hamlyn Terrace NSW 2259, Australia",150,150
Baptcare The Orchards Community,Baptcare The Orchards Community,"107 Andersons Creek ROAD, DONCASTER EAST, VIC, 3109","107 Andersons Creek Rd, Doncaster East VIC 3109, Australia",150,150
Mt Eliza Gardens Aged Care,Mt Eliza Gardens Aged Care,"235 Canadian Bay ROAD, MT ELIZA, VIC, 3930","235 Canadian Bay Rd, Mount Eliza VIC 3930, Australia",150,150
Ozcare - Toowoomba,Ozcare - Toowoomba,"631 Greenwattle STREET, GLENVALE, QLD, 4350","631 Greenwattle St, Glenvale QLD 4350, Australia",150,150
Rockpool RAC Morayfield,Rockpool RAC Morayfield,"49 Amy STREET, MORAYFIELD, QLD, 4506","49 Amy St, Morayfield QLD 4506, Australia",150,150
Rockpool Pelican Waters,Rockpool Pelican Waters,"17 Spitfire Banks DRIVE, PELICAN WATERS, QLD, 4551","17 Spitfire Banks Dr, Pelican Waters QLD 4551, Australia",150,150
Rockpool Carseldine,Rockpool Carseldine,"56 Plaza PLACE, CARSELDINE, QLD, 4034","56 Plaza Pl, Carseldine QLD 4034, Australia",150,150
Warrigal Care Albion Park Rail,Warrigal Care Albion Park Rail,"2 Pine STREET, ALBION PARK RAIL, NSW, 2527","Warrigal Care, 2 Pine St, Albion Park Rail NSW 2527, Australia",149,149
Regis Cranbourne,Regis Cranbourne,"18 Sherwood ROAD, JUNCTION VILLAGE, VIC, 3977","18 Sherwood Rd, Junction Village VIC 3977, Australia",149,149
Buckland,Buckland,"39 Hawkesbury ROAD, SPRINGWOOD, NSW, 2777","Buckland Retirement Vlge, 39 Hawkesbury Rd, Springwood NSW 2777, Australia",149,149
Casey Aged Care,Casey Aged Care,"300 Golf Links ROAD, NARRE WARREN, VIC, 3805","300 Golf Links Rd, Narre Warren VIC 3805, Australia",149,149
Blacktown Terrace Care Community,Blacktown Terrace Care Community,"37-43 Kildare ROAD, BLACKTOWN, NSW, 2148","37 Kildare Rd, Blacktown NSW 2148, Australia",149,149
Uniting Wontama Orange,Uniting Wontama Orange,"30-38 Byng STREET, ORANGE, NSW, 2800","Wontama Clancy-Weston, 30-38 Byng St, Orange NSW 2800, Australia",148,148
Narrabeen Glades Care Community,Narrabeen Glades Care Community,"184 Garden STREET, WARRIEWOOD, NSW, 2102","184 Garden St, Warriewood NSW 2102, Australia",148,148
Francis Of Assisi Home,Francis Of Assisi Home,"2 DUPUY STREET, WEST MACKAY, QLD, 4740","2 Dupuy St, West Mackay QLD 4740, Australia",148,148
Blue Care Wynnum Aged Care Facility,Blue Care Wynnum Aged Care Facility,"166 Sibley ROAD, WYNNUM WEST, QLD, 4178","166 Sibley Rd, Wynnum West QLD 4178, Australia",148,148
TriCare Mt Gravatt Aged Care Residence,TriCare Mt Gravatt Aged Care Residence,"20 SOMERFIELD STREET, UPPER MOUNT GRAVATT, QLD, 4122","20 Somerfield St, Upper Mount Gravatt QLD 4122, Australia",148,148
Bethania Gardens,Bethania Gardens,"87-91 Station ROAD, BETHANIA, QLD, 4205","87-91 Station Rd, Bethania QLD 4205, Australia",148,148
Chamberlain Gardens Aged Care,Chamberlain Gardens Aged Care,"53-67 Chamberlain ROAD, WYOMING, NSW, 2250","Infinite Care - Chamberlain Gardens, 53-67 Chamberlain Rd, Wyoming NSW 2250, Australia",148,148
Marsden Park Care Community,Marsden Park Care Community,"160 Northbourne DRIVE, MARSDEN PARK, NSW, 2765","160 Northbourne Dr, Marsden Park NSW 2765, Australia",148,148
NA,Aeralife Northpoint,NA,"25 Willandra Dr, Epping VIC 3076, Australia",NA,148
Martin Luther Homes,Martin Luther Homes,"67 Mt View ROAD, THE BASIN, VIC, 3154","67 Mount View Rd, The Basin VIC 3154, Australia",147,147
Arcare Knox,Arcare Knox,"478 Burwood HIGHWAY, WANTIRNA SOUTH, VIC, 3152","478 Burwood Hwy, Wantirna South VIC 3152, Australia",147,147
Bucklands Residential Care,Bucklands Residential Care,"333 Marion ROAD, NORTH PLYMPTON, SA, 5037","Sth Cross Care Bucklands, 333 Marion Rd, North Plympton SA 5037, Australia",147,147
Anglican Care Kilpatrick Court,Anglican Care Kilpatrick Court,"152 Brighton AVENUE, TORONTO, NSW, 2283","152 Brighton Ave, Toronto NSW 2283, Australia",147,147
TLC Whitewater,TLC Whitewater,"84 White STREET, MORDIALLOC, VIC, 3195","84 White St, Mordialloc VIC 3195, Australia",147,147
Brother Alberts Home,Brother Alberts Home,"116-132 Quakers ROAD, MARAYONG, NSW, 2148","116-132 Quakers Rd, Marayong NSW 2148, Australia",146,146
Glaica House,Glaica House,"22 Flora PARADE, TUNCURRY, NSW, 2428","22 Flora Parade, Tuncurry NSW 2428, Australia",146,146
Estia Health Bexley Park,Estia Health Bexley Park,"3-5 Eddystone ROAD, BEXLEY, NSW, 2207","3 Eddystone Rd, Bexley NSW 2207, Australia",146,146
Emerald Hill Residence,Emerald Hill Residence,"203 Napier STREET, SOUTH MELBOURNE, VIC, 3205","203 Napier St, South Melbourne VIC 3205, Australia",146,146
Craigcare Berwick,Craigcare Berwick,"21 Parkhill DRIVE, BERWICK, VIC, 3806","21 Parkhill Dr, Berwick VIC 3806, Australia",146,146
St John's,St John's,"138 Williams ROAD, WANGARATTA, VIC, 3677","138 Williams Rd, Wangaratta VIC 3677, Australia",146,146
Benevolent Living,Benevolent Living,"60 West STREET, ROCKHAMPTON, QLD, 4700","60 West St, The Range QLD 4700, Australia",146,146
Minchinbury Manor,Minchinbury Manor,"57 John STREET, ROOTY HILL, NSW, 2766","57 Rupertswood Rd, Rooty Hill NSW 2766, Australia",146,146
Bupa Bankstown,Bupa Bankstown,"82 Allum STREET, YAGOONA, NSW, 2199","Bupa Bankstown, 82 Allum St, Yagoona NSW 2199, Australia",146,146
North Lakes Terrace Care Community,North Lakes Terrace Care Community,"Cnr Anzac Ave and North Lakes NORTH LAKES, QLD, 4509","2 N Lakes Dr, North Lakes QLD 4509, Australia",146,146
Palm Lake Care Toowoomba,Palm Lake Care Toowoomba,"149 Hogg STREET, CRANLEY, QLD, 4350","149 Hogg St, Cranley QLD 4350, Australia",146,146
Nazareth House Ballarat,Nazareth House Ballarat,"218 Mill STREET, BALLARAT, VIC, 3350","218 Mill St, Lake Wendouree VIC 3350, Australia",145,145
Parkview,Parkview,"930 Gympie ROAD, CHERMSIDE, QLD, 4032","930 Gympie Rd, Chermside QLD 4032, Australia",145,145
Lutheran Services - Immanuel Gardens,Lutheran Services - Immanuel Gardens,"10 Magnetic DRIVE, BUDERIM, QLD, 4556","10 Magnetic Dr, Buderim QLD 4556, Australia",145,145
Bolton Clarke Holly,Bolton Clarke Holly,"16-24 Penneys Hill ROAD, HACKHAM, SA, 5163","16-24 Penneys Hill Rd, Hackham SA 5163, Australia",145,145
Algester Lodge,Algester Lodge,"117 Dalmeny STREET, ALGESTER, QLD, 4115","117 Dalmeny St, Algester QLD 4115, Australia",145,145
Estia Health Hervey Bay,Estia Health Hervey Bay,"6-8 Medical PLACE, URRAWEEN, QLD, 4655","8 Medical Pl, Urraween QLD 4655, Australia",145,145
Carine Parkside Care Community,Carine Parkside Care Community,"29 Silica ROAD, CARINE, WA, 6020","29 Silica Rd, Carine WA 6020, Australia",145,145
Dural House Aged Care,Dural House Aged Care,"705-717 Old Northern ROAD, DURAL, NSW, 2158","705 Old Northern Rd, Dural NSW 2158, Australia",145,145
Cardinal Stepinac Village,Cardinal Stepinac Village,"24-32 Runcorn STREET, ST JOHNS PARK, NSW, 2176","24-32 Runcorn St, St Johns Park NSW 2176, Australia",144,144
Kalyna Care,Kalyna Care,"344 Taylors ROAD, DELAHEY, VIC, 3037","Ukrainian Eld People Home, 344 Taylors Rd, Delahey VIC 3037, Australia",144,144
Wheller Gardens - John Wesley Gardens,Wheller Gardens - John Wesley Gardens,"19 Halsmere STREET, GEEBUNG, QLD, 4034","19 Halsmere St, Geebung QLD 4034, Australia",144,144
TriCare Stafford Lakes Aged Care Residence,TriCare Stafford Lakes Aged Care Residence,"682 Rode ROAD, CHERMSIDE WEST, QLD, 4032","682 Rode Rd, Chermside West QLD 4032, Australia",144,144
The Pines Lodge Residential Care,The Pines Lodge Residential Care,"342 Marion ROAD, NORTH PLYMPTON, SA, 5037","Southern Cross Nursing Home, 342 Marion Rd, North Plympton SA 5037, Australia",144,144
AnglicareSA Grange,AnglicareSA Grange,"56 High STREET, GRANGE, SA, 5022","56 High St, Grange SA 5022, Australia",144,144
Courtlands Aged Care Facility,Courtlands Aged Care Facility,"15 GLOUCESTER AVENUE, NORTH PARRAMATTA, NSW, 2151","Courtlands Village, 15 Gloucester Ave, North Parramatta NSW 2151, Australia",144,144
Ozcare Parkwood Gardens,Ozcare Parkwood Gardens,"100 Usher AVENUE, LABRADOR, QLD, 4215","100 Usher Ave, Labrador QLD 4215, Australia",144,144
Bupa Sutherland,Bupa Sutherland,"42 Auburn STREET, SUTHERLAND, NSW, 2232","Bupa Sutherland, 42 Auburn St, Sutherland NSW 2232, Australia",144,144
Rutherford Park Care Community,Rutherford Park Care Community,"4 Dietrich CLOSE, RUTHERFORD, NSW, 2320","4 Dietrich Cl, Rutherford NSW 2320, Australia",144,144
Warrigal Care Stirling,Warrigal Care Stirling,"41 Fremantle DRIVE, STIRLING, ACT, 2611","41 Fremantle Dr, Stirling ACT 2611, Australia",144,144
Bupa Baulkham Hills,Bupa Baulkham Hills,"4 The Cottell WAY, BAULKHAM HILLS, NSW, 2153","4 The Cottell Way, Baulkham Hills NSW 2153, Australia",144,144
Caravonica Waters,Caravonica Waters,"15-17 Lake Placid ROAD, CARAVONICA, QLD, 4878","15/17 Lake Placid Rd, Caravonica QLD 4878, Australia",144,144
Bupa Ballarat,Bupa Ballarat,"305 Smythes ROAD, DELACOMBE, VIC, 3356","305 Smythes Rd, Delacombe VIC 3356, Australia",144,144
Bupa Clemton Park,Bupa Clemton Park,"1 Tedbury STREET, CLEMTON PARK, NSW, 2206","1 Tedbury St, Clemton Park NSW 2206, Australia",144,144
Narangba Community Aged Care,Narangba Community Aged Care,"31-37 Mumford ROAD, NARANGBA, QLD, 4504","31 Mumford Rd, Narangba QLD 4504, Australia",144,144
Estia Health Kangaroo Flat,Estia Health Kangaroo Flat,"61 Alder STREET, KANGAROO FLAT, VIC, 3555","61 Alder St, Golden Square VIC 3555, Australia",144,144
mecwacare Susan Barton House,mecwacare Susan Barton House,"58 Grey STREET, DARLEY, VIC, 3340","58 Grey St, Darley VIC 3340, Australia",144,144
Baw Baw Views,Baw Baw Views,"1 C Haigh STREET, MOE, VIC, 3825","1C Haigh St, Moe VIC 3825, Australia",144,144
Infinite Care Edmonton Gardens,Infinite Care Edmonton Gardens,"5 BRUCE HIGHWAY, EDMONTON, QLD, 4869","113 Louie Piccone Way, Edmonton QLD 4869, Australia",144,144
Jimboomba Community Aged Care,Jimboomba Community Aged Care,"21 East STREET, JIMBOOMBA, QLD, 4280","21 East St, Jimboomba QLD 4280, Australia",144,144
Chirnside Views,Chirnside Views,"315 Manchester ROAD, CHIRNSIDE PARK, VIC, 3116","Chirnside views residential aged care, 315 Manchester Rd, Chirnside Park VIC 3116, Australia",144,144
Catholic Healthcare Holy Spirit Casula,Catholic Healthcare Holy Spirit Casula,"76 Marsh PARADE, CASULA, NSW, 2170","76 Marsh Parade, Casula NSW 2170, Australia",144,144
Bolton Clarke Willowdale,Bolton Clarke Willowdale,"247 Jamboree AVENUE, DENHAM COURT, NSW, 2565","247 Jamboree Ave, Denham Court NSW 2565, Australia",144,144
Singleton Community Aged Care,Singleton Community Aged Care,"190 Foreshore DRIVE, SINGLETON, WA, 6175","190 Foreshore Dr, Singleton WA 6175, Australia",144,144
Tamworth Community Aged Care,Tamworth Community Aged Care,"30-40 The Ringers ROAD, HILLVUE, NSW, 2340","30-40 The Ringers Rd, Hillvue NSW 2340, Australia",144,144
NA,WARRAGUL COMMUNITY AGED CARE,NA,"91 Mills Rd, Warragul VIC 3820, Australia",NA,144
NA,Mandurah Community Aged Care,NA,"1 Echidna Entrance, Dawesville WA 6211, Australia",NA,144
NA,Darley House,NA,"24 Darley St, Mona Vale NSW 2103, Australia",NA,144
Yallambee Village,Yallambee Village,"34 Hydrae STREET, REVESBY, NSW, 2212","34 Hydrae St, Revesby NSW 2212, Australia",143,143
Abbey House Aged Care,Abbey House Aged Care,"300 Range ROAD, MITTAGONG, NSW, 2575","The Abbey Nursing Home, 300 Range Rd, Mittagong NSW 2575, Australia",143,143
Advantaged Care at Georges Manor,Advantaged Care at Georges Manor,"111 Bellevue AVENUE, GEORGES HALL, NSW, 2198","111 Bellevue Ave, Georges Hall NSW 2198, Australia",143,143
BaptistCare The Gracewood Centre,BaptistCare The Gracewood Centre,"2 Free Settlers DRIVE, KELLYVILLE, NSW, 2155","2 Free Settlers Dr, Kellyville NSW 2155, Australia",143,143
Garden Village,Garden Village,"7 Garden CRESCENT, PORT MACQUARIE, NSW, 2444","7 Garden Cres, Port Macquarie NSW 2444, Australia",142,142
San Carlo Homes for the Aged,San Carlo Homes for the Aged,"970 Plenty ROAD, SOUTH MORANG, VIC, 3752","970 Plenty Rd, South Morang VIC 3752, Australia",142,142
Southern Cross Care Holland Park - Duhig Village,Southern Cross Care Holland Park - Duhig Village,"85 Seville ROAD, HOLLAND PARK, QLD, 4121","Duhig Village, 85 Seville Rd, Holland Park QLD 4121, Australia",142,142
Calvary Elanora,Calvary Elanora,"7 Mair STREET, BRIGHTON, VIC, 3186","7 Mair St, Brighton VIC 3186, Australia",142,142
SummitCare Wallsend,SummitCare Wallsend,"7 Bent STREET, WALLSEND, NSW, 2287","7 Bent St, Wallsend NSW 2287, Australia",142,142
Bupa Templestowe,Bupa Templestowe,"222-228 Serpells ROAD, TEMPLESTOWE, VIC, 3106","222 Serpells Rd, Templestowe VIC 3106, Australia",142,142
St Vincent's Care Services Yennora,St Vincent's Care Services Yennora,"1 Tara CLOSE, YENNORA, NSW, 2161","Rosary Village Aged Care, 1 Tara Cl, Yennora NSW 2161, Australia",141,141
Hawkesbury Living Pty Limited,Hawkesbury Living Pty Limited,"116 March STREET, RICHMOND, NSW, 2753","116 March St, Richmond NSW 2753, Australia",141,141
IRT Sarah Claydon,IRT Sarah Claydon,"130 Princes HIGHWAY, MILTON, NSW, 2538","130 Princes Hwy, Milton NSW 2538, Australia",141,141
Southhaven Aged Care,Southhaven Aged Care,"11 Queensbury ROAD, PADSTOW HEIGHTS, NSW, 2211","Padstow Heights NSW 2211, Australia",141,141
Regis Nedlands,Regis Nedlands,"118-120 Monash AVENUE, NEDLANDS, WA, 6009","116 Monash Ave, Nedlands WA 6009, Australia",141,141
